"","age","val","game","type","players"
"418",33,0.0208443892258071,"Honkai_Impact","RPG",0.09
"419",34,0.0191100057297654,"Honkai_Impact","RPG",0.09
"420",35,0.0174236521899218,"Honkai_Impact","RPG",0.09
"421",36,0.0158724748461301,"Honkai_Impact","RPG",0.09
"422",37,0.0145299421085387,"Honkai_Impact","RPG",0.09
"423",38,0.0134284839080162,"Honkai_Impact","RPG",0.09
"424",39,0.0125474939556154,"Honkai_Impact","RPG",0.09
"425",40,0.0118188070455646,"Honkai_Impact","RPG",0.09
"426",41,0.0111462133422874,"Honkai_Impact","RPG",0.09
"427",42,0.0104317944677815,"Honkai_Impact","RPG",0.09
"428",43,0.00960077863279936,"Honkai_Impact","RPG",0.09
"429",44,0.00861816409736254,"Honkai_Impact","RPG",0.09
"430",45,0.00749368420260835,"Honkai_Impact","RPG",0.09
"431",46,0.00627548793813575,"Honkai_Impact","RPG",0.09
"432",47,0.00503594325582071,"Honkai_Impact","RPG",0.09
"433",48,0.00385444221225402,"Honkai_Impact","RPG",0.09
"434",49,0.00280184728430405,"Honkai_Impact","RPG",0.09
"435",50,0.00192970288088089,"Honkai_Impact","RPG",0.09
"436",51,0.00126531128693619,"Honkai_Impact","RPG",0.09
"437",52,0.000812002282435925,"Honkai_Impact","RPG",0.09
"438",53,0.000552902816007534,"Honkai_Impact","RPG",0.09
"439",54,0.000456342545464306,"Honkai_Impact","RPG",0.09
"440",55,0.00048148554571721,"Honkai_Impact","RPG",0.09
"441",1,0,"Arknights","RPG",0.1
"442",2,0,"Arknights","RPG",0.1
"443",3,0,"Arknights","RPG",0.1
"444",4,0,"Arknights","RPG",0.1
"445",5,0.00045776131648971,"Arknights","RPG",0.1
"446",6,0.00140392110552806,"Arknights","RPG",0.1
"447",7,0.00278883131264483,"Arknights","RPG",0.1
"448",8,0.00473124110500328,"Arknights","RPG",0.1
"449",9,0.00734012316631027,"Arknights","RPG",0.1
"450",10,0.0106926495601734,"Arknights","RPG",0.1
"451",11,0.0148091179564238,"Arknights","RPG",0.1
"452",12,0.0196294260707169,"Arknights","RPG",0.1
"453",13,0.0249969304250192,"Arknights","RPG",0.1
"454",14,0.0306555005913645,"Arknights","RPG",0.1
"455",15,0.0362639509919395,"Arknights","RPG",0.1
"456",16,0.0414288873747042,"Arknights","RPG",0.1
"457",17,0.0457529050469441,"Arknights","RPG",0.1
"458",18,0.0488909514375366,"Arknights","RPG",0.1
"459",19,0.0506046013850526,"Arknights","RPG",0.1
"460",20,0.05080295938341,"Arknights","RPG",0.1
"461",21,0.0495604870499636,"Arknights","RPG",0.1
"462",22,0.0471062471131017,"Arknights","RPG",0.1
"463",23,0.0437851374503724,"Arknights","RPG",0.1
"464",24,0.0399982843509272,"Arknights","RPG",0.1
"465",25,0.0361351166479761,"Arknights","RPG",0.1
"466",26,0.0325120968150481,"Arknights","RPG",0.1
"467",27,0.0293316570819185,"Arknights","RPG",0.1
"468",28,0.02666970676271,"Arknights","RPG",0.1
"469",29,0.0244924837051108,"Arknights","RPG",0.1
"470",30,0.0226957283734972,"Arknights","RPG",0.1
"471",31,0.021153532721702,"Arknights","RPG",0.1
"472",32,0.0197624685098231,"Arknights","RPG",0.1
"473",33,0.0184691788645688,"Arknights","RPG",0.1
"474",34,0.01727555750248,"Arknights","RPG",0.1
"475",35,0.0162229247024563,"Arknights","RPG",0.1
"476",36,0.015362889227266,"Arknights","RPG",0.1
"477",37,0.0147259796256916,"Arknights","RPG",0.1
"478",38,0.0142988076686336,"Arknights","RPG",0.1
"479",39,0.0140169014021013,"Arknights","RPG",0.1
"480",40,0.0137748303538527,"Arknights","RPG",0.1
"481",41,0.0134497242279327,"Arknights","RPG",0.1
"482",42,0.0129304746480568,"Arknights","RPG",0.1
"483",43,0.0121438267532426,"Arknights","RPG",0.1
"484",44,0.0110702725377763,"Arknights","RPG",0.1
"485",45,0.00974631440312661,"Arknights","RPG",0.1
"486",46,0.00825390079968346,"Arknights","RPG",0.1
"487",47,0.00670124616073596,"Arknights","RPG",0.1
"488",48,0.00520088863043798,"Arknights","RPG",0.1
"489",49,0.00385049023311307,"Arknights","RPG",0.1
"490",50,0.00272002434665152,"Arknights","RPG",0.1
"491",51,0.00184652282342502,"Arknights","RPG",0.1
"492",52,0.00123539066761016,"Arknights","RPG",0.1
"493",53,0.000866046186963083,"Arknights","RPG",0.1
"494",54,0.000699447889617509,"Arknights","RPG",0.1
"495",55,0.000685655533165353,"Arknights","RPG",0.1
"496",1,0,"Clash_Royale","RTS",0.72
"497",2,0,"Clash_Royale","RTS",0.72
"498",3,0,"Clash_Royale","RTS",0.72
"499",4,0,"Clash_Royale","RTS",0.72
"500",5,0.000107017772245483,"Clash_Royale","RTS",0.72
"501",6,0.000833730938739364,"Clash_Royale","RTS",0.72
"502",7,0.0018860337074631,"Clash_Royale","RTS",0.72
"503",8,0.00334363860357686,"Clash_Royale","RTS",0.72
"504",9,0.00527335436335954,"Clash_Royale","RTS",0.72
"505",10,0.00771228351875328,"Clash_Royale","RTS",0.72
"506",11,0.0106503466327257,"Clash_Royale","RTS",0.72
"507",12,0.0140162055975333,"Clash_Royale","RTS",0.72
"508",13,0.0176711642863762,"Clash_Royale","RTS",0.72
"509",14,0.0214148906006608,"Clash_Royale","RTS",0.72
"510",15,0.0250047309014506,"Clash_Royale","RTS",0.72
"511",16,0.0281873208086642,"Clash_Royale","RTS",0.72
"512",17,0.0307378669705972,"Clash_Royale","RTS",0.72
"513",18,0.0324997901176827,"Clash_Royale","RTS",0.72
"514",19,0.0334161863504155,"Clash_Royale","RTS",0.72
"515",20,0.033545254243291,"Clash_Royale","RTS",0.72
"516",21,0.0330544789816017,"Clash_Royale","RTS",0.72
"517",22,0.0321925542362231,"Clash_Royale","RTS",0.72
"518",23,0.0312429892069836,"Clash_Royale","RTS",0.72
"519",24,0.0304680592403351,"Clash_Royale","RTS",0.72
"520",25,0.0300550454720371,"Clash_Royale","RTS",0.72
"521",26,0.0300774820674516,"Clash_Royale","RTS",0.72
"522",27,0.0304817017830922,"Clash_Royale","RTS",0.72
"523",28,0.0311034246937685,"Clash_Royale","RTS",0.72
"524",29,0.0317115584181238,"Clash_Royale","RTS",0.72
"525",30,0.0320687651246314,"Clash_Royale","RTS",0.72
"526",31,0.0319930813090609,"Clash_Royale","RTS",0.72
"527",32,0.0314038935601803,"Clash_Royale","RTS",0.72
"528",33,0.0303395732422044,"Clash_Royale","RTS",0.72
"529",34,0.0289420869961196,"Clash_Royale","RTS",0.72
"530",35,0.0274135103065601,"Clash_Royale","RTS",0.72
"531",36,0.0259575192401647,"Clash_Royale","RTS",0.72
"532",37,0.0247230107203491,"Clash_Royale","RTS",0.72
"533",38,0.0237657719677485,"Clash_Royale","RTS",0.72
"534",39,0.023038135076784,"Clash_Royale","RTS",0.72
"535",40,0.0224078947179903,"Clash_Royale","RTS",0.72
"536",41,0.0216992741600834,"Clash_Royale","RTS",0.72
"537",42,0.0207430062021115,"Clash_Royale","RTS",0.72
"538",43,0.019421187676523,"Clash_Royale","RTS",0.72
"539",44,0.0176955071677366,"Clash_Royale","RTS",0.72
"540",45,0.0156133820453731,"Clash_Royale","RTS",0.72
"541",46,0.013293298048878,"Clash_Royale","RTS",0.72
"542",47,0.0108960356374145,"Clash_Royale","RTS",0.72
"543",48,0.00859103761707204,"Clash_Royale","RTS",0.72
"544",49,0.0065266094579704,"Clash_Royale","RTS",0.72
"545",50,0.00480972352281416,"Clash_Royale","RTS",0.72
"546",51,0.00349733838452672,"Clash_Royale","RTS",0.72
"547",52,0.00259778278574473,"Clash_Royale","RTS",0.72
"548",53,0.00207882764899741,"Clash_Royale","RTS",0.72
"549",54,0.00187878134841549,"Clash_Royale","RTS",0.72
"550",55,0.00191785652139388,"Clash_Royale","RTS",0.72
"551",1,0,"Clash_of_Clans","RTS",1.7
"552",2,0,"Clash_of_Clans","RTS",1.7
"553",3,0,"Clash_of_Clans","RTS",1.7
"554",4,0,"Clash_of_Clans","RTS",1.7
"555",5,0.000228227414986985,"Clash_of_Clans","RTS",1.7
"556",6,0.00103184681328147,"Clash_of_Clans","RTS",1.7
"557",7,0.00220594260704545,"Clash_of_Clans","RTS",1.7
"558",8,0.00384919887294918,"Clash_of_Clans","RTS",1.7
"559",9,0.00605101977681946,"Clash_of_Clans","RTS",1.7
"560",10,0.00887292105965109,"Clash_of_Clans","RTS",1.7
"561",11,0.0123277204417192,"Clash_of_Clans","RTS",1.7
"562",12,0.0163605774952128,"Clash_of_Clans","RTS",1.7
"563",13,0.0208369092920381,"Clash_of_Clans","RTS",1.7
"564",14,0.0255420482043219,"Clash_of_Clans","RTS",1.7
"565",15,0.0301959415656937,"Clash_of_Clans","RTS",1.7
"566",16,0.0344833326022701,"Clash_of_Clans","RTS",1.7
"567",17,0.0380962314034232,"Clash_of_Clans","RTS",1.7
"568",18,0.0407819158175686,"Clash_of_Clans","RTS",1.7
"569",19,0.0423871442435748,"Clash_of_Clans","RTS",1.7
"570",20,0.0428885557992463,"Clash_of_Clans","RTS",1.7
"571",21,0.042400893652463,"Clash_of_Clans","RTS",1.7
"572",22,0.0411587230456602,"Clash_of_Clans","RTS",1.7
"573",23,0.0394731103198152,"Clash_of_Clans","RTS",1.7
"574",24,0.0376710420038099,"Clash_of_Clans","RTS",1.7
"575",25,0.0360305191421043,"Clash_of_Clans","RTS",1.7
"576",26,0.0347265693334693,"Clash_of_Clans","RTS",1.7
"577",27,0.0338017406855819,"Clash_of_Clans","RTS",1.7
"578",28,0.0331689344052106,"Clash_of_Clans","RTS",1.7
"579",29,0.0326459918294338,"Clash_of_Clans","RTS",1.7
"580",30,0.0320126734317746,"Clash_of_Clans","RTS",1.7
"581",31,0.0310743189118507,"Clash_of_Clans","RTS",1.7
"582",32,0.0297147113545121,"Clash_of_Clans","RTS",1.7
"583",33,0.0279241746112939,"Clash_of_Clans","RTS",1.7
"584",34,0.025796609137869,"Clash_of_Clans","RTS",1.7
"585",35,0.0234984849394468,"Clash_of_Clans","RTS",1.7
"586",36,0.0212207224213459,"Clash_of_Clans","RTS",1.7
"587",37,0.0191284628800109,"Clash_of_Clans","RTS",1.7
"588",38,0.0173229515049631,"Clash_of_Clans","RTS",1.7
"589",39,0.0158247971270604,"Clash_of_Clans","RTS",1.7
"590",40,0.0145807000664179,"Clash_of_Clans","RTS",1.7
"591",41,0.0134888124585641,"Clash_of_Clans","RTS",1.7
"592",42,0.0124332956111326,"Clash_of_Clans","RTS",1.7
"593",43,0.0113174403208541,"Clash_of_Clans","RTS",1.7
"594",44,0.0100867796986531,"Clash_of_Clans","RTS",1.7
"595",45,0.00873781787240111,"Clash_of_Clans","RTS",1.7
"596",46,0.00731270656760495,"Clash_of_Clans","RTS",1.7
"597",47,0.00588391840637588,"Clash_of_Clans","RTS",1.7
"598",48,0.00453476229404537,"Clash_of_Clans","RTS",1.7
"599",49,0.00334131797270449,"Clash_of_Clans","RTS",1.7
"600",50,0.00235958037006987,"Clash_of_Clans","RTS",1.7
"601",51,0.00161922052269274,"Clash_of_Clans","RTS",1.7
"602",52,0.0011232906799008,"Clash_of_Clans","RTS",1.7
"603",53,0.000851999113586188,"Clash_of_Clans","RTS",1.7
"604",54,0.000768470876276316,"Clash_of_Clans","RTS",1.7
"605",55,0.000824923021242747,"Clash_of_Clans","RTS",1.7
"606",1,0,"Carrot_Fantasy","RTS",1.8
"607",2,0,"Carrot_Fantasy","RTS",1.8
"608",3,0,"Carrot_Fantasy","RTS",1.8
"609",4,0,"Carrot_Fantasy","RTS",1.8
"610",5,1.80436357629349e-06,"Carrot_Fantasy","RTS",1.8
"611",6,0.00068702291191753,"Carrot_Fantasy","RTS",1.8
"612",7,0.00170731222833854,"Carrot_Fantasy","RTS",1.8
"613",8,0.00316618127769045,"Carrot_Fantasy","RTS",1.8
"614",9,0.00516843556486024,"Carrot_Fantasy","RTS",1.8
"615",10,0.0078043315684112,"Carrot_Fantasy","RTS",1.8
"616",11,0.0111292498099432,"Carrot_Fantasy","RTS",1.8
"617",12,0.0151415506513504,"Carrot_Fantasy","RTS",1.8
"618",13,0.0197628820003412,"Carrot_Fantasy","RTS",1.8
"619",14,0.0248262663783367,"Carrot_Fantasy","RTS",1.8
"620",15,0.0300772656694367,"Carrot_Fantasy","RTS",1.8
"621",16,0.0351919952352299,"Carrot_Fantasy","RTS",1.8
"622",17,0.0398126469699504,"Carrot_Fantasy","RTS",1.8
"623",18,0.0435968836793289,"Carrot_Fantasy","RTS",1.8
"624",19,0.0462729342948671,"Carrot_Fantasy","RTS",1.8
"625",20,0.0476888185052892,"Carrot_Fantasy","RTS",1.8
"626",21,0.047843282574023,"Carrot_Fantasy","RTS",1.8
"627",22,0.0468886762278117,"Carrot_Fantasy","RTS",1.8
"628",23,0.0451020796650786,"Carrot_Fantasy","RTS",1.8
"629",24,0.0428291775750896,"Carrot_Fantasy","RTS",1.8
"630",25,0.0404133149309228,"Carrot_Fantasy","RTS",1.8
"631",26,0.0381271822469054,"Carrot_Fantasy","RTS",1.8
"632",27,0.0361246686271515,"Carrot_Fantasy","RTS",1.8
"633",28,0.0344251356600445,"Carrot_Fantasy","RTS",1.8
"634",29,0.032933129943284,"Carrot_Fantasy","RTS",1.8
"635",30,0.031486274835297,"Carrot_Fantasy","RTS",1.8
"636",31,0.0299161355906639,"Carrot_Fantasy","RTS",1.8
"637",32,0.0281038313661195,"Carrot_Fantasy","RTS",1.8
"638",33,0.0260149308364316,"Carrot_Fantasy","RTS",1.8
"639",34,0.0237055534052939,"Carrot_Fantasy","RTS",1.8
"640",35,0.0213009191964187,"Carrot_Fantasy","RTS",1.8
"641",36,0.0189556863889115,"Carrot_Fantasy","RTS",1.8
"642",37,0.0168098018861521,"Carrot_Fantasy","RTS",1.8
"643",38,0.0149532727183444,"Carrot_Fantasy","RTS",1.8
"644",39,0.013408907576123,"Carrot_Fantasy","RTS",1.8
"645",40,0.0121355760659578,"Carrot_Fantasy","RTS",1.8
"646",41,0.0110482071681767,"Carrot_Fantasy","RTS",1.8
"647",42,0.010046513750674,"Carrot_Fantasy","RTS",1.8
"648",43,0.00904324142976288,"Carrot_Fantasy","RTS",1.8
"649",44,0.00798444406731644,"Carrot_Fantasy","RTS",1.8
"650",45,0.00685786026872914,"Carrot_Fantasy","RTS",1.8
"651",46,0.00568948518970883,"Carrot_Fantasy","RTS",1.8
"652",47,0.00453160407912516,"Carrot_Fantasy","RTS",1.8
"653",48,0.00344709853334756,"Carrot_Fantasy","RTS",1.8
"654",49,0.00249464557976863,"Carrot_Fantasy","RTS",1.8
"655",50,0.00171797260657069,"Carrot_Fantasy","RTS",1.8
"656",51,0.00114037985186744,"Carrot_Fantasy","RTS",1.8
"657",52,0.000764043813275461,"Carrot_Fantasy","RTS",1.8
"658",53,0.000572637829249765,"Carrot_Fantasy","RTS",1.8
"659",54,0.00053563934592638,"Carrot_Fantasy","RTS",1.8
"660",55,0.000613108061608324,"Carrot_Fantasy","RTS",1.8
"661",1,0,"Onmyoji","TBRPG",0.082
"662",2,0,"Onmyoji","TBRPG",0.082
"663",3,0,"Onmyoji","TBRPG",0.082
"664",4,0,"Onmyoji","TBRPG",0.082
"665",5,0,"Onmyoji","TBRPG",0.082
"666",6,0.000605606152532538,"Onmyoji","TBRPG",0.082
"667",7,0.00160634696594851,"Onmyoji","TBRPG",0.082
"668",8,0.00305856170725724,"Onmyoji","TBRPG",0.082
"669",9,0.00508372501407755,"Onmyoji","TBRPG",0.082
"670",10,0.00779566814982772,"Onmyoji","TBRPG",0.082
"671",11,0.0112790290160372,"Onmyoji","TBRPG",0.082
"672",12,0.0155635070089004,"Onmyoji","TBRPG",0.082
"673",13,0.0205980194441087,"Onmyoji","TBRPG",0.082
"674",14,0.0262307214121665,"Onmyoji","TBRPG",0.082
"675",15,0.0322017531997256,"Onmyoji","TBRPG",0.082
"676",16,0.0381547722619006,"Onmyoji","TBRPG",0.082
"677",17,0.0436703539217188,"Onmyoji","TBRPG",0.082
"678",18,0.0483193743235272,"Onmyoji","TBRPG",0.082
"679",19,0.0517285231383993,"Onmyoji","TBRPG",0.082
"680",20,0.0536448828335246,"Onmyoji","TBRPG",0.082
"681",21,0.0539840805521203,"Onmyoji","TBRPG",0.082
"682",22,0.0528483936421225,"Onmyoji","TBRPG",0.082
"683",23,0.0505076178186984,"Onmyoji","TBRPG",0.082
"684",24,0.0473450572708339,"Onmyoji","TBRPG",0.082
"685",25,0.0437808292912858,"Onmyoji","TBRPG",0.082
"686",26,0.0401914815018628,"Onmyoji","TBRPG",0.082
"687",27,0.0368461831808768,"Onmyoji","TBRPG",0.082
"688",28,0.0338748101303862,"Onmyoji","TBRPG",0.082
"689",29,0.0312736357509888,"Onmyoji","TBRPG",0.082
"690",30,0.0289432814869509,"Onmyoji","TBRPG",0.082
"691",31,0.0267447441138741,"Onmyoji","TBRPG",0.082
"692",32,0.0245554758799498,"Onmyoji","TBRPG",0.082
"693",33,0.0223095408004632,"Onmyoji","TBRPG",0.082
"694",34,0.0200126241821651,"Onmyoji","TBRPG",0.082
"695",35,0.0177314667131344,"Onmyoji","TBRPG",0.082
"696",36,0.0155650664144152,"Onmyoji","TBRPG",0.082
"697",37,0.0136093947108447,"Onmyoji","TBRPG",0.082
"698",38,0.0119274910803466,"Onmyoji","TBRPG",0.082
"699",39,0.0105332544527235,"Onmyoji","TBRPG",0.082
"700",40,0.00939174561361823,"Onmyoji","TBRPG",0.082
"701",41,0.00843339875601278,"Onmyoji","TBRPG",0.082
"702",42,0.00757586796173389,"Onmyoji","TBRPG",0.082
"703",43,0.00674611064865962,"Onmyoji","TBRPG",0.082
"704",44,0.0058965937338189,"Onmyoji","TBRPG",0.082
"705",45,0.00501233908898286,"Onmyoji","TBRPG",0.082
"706",46,0.00410873358711016,"Onmyoji","TBRPG",0.082
"707",47,0.00322256618737547,"Onmyoji","TBRPG",0.082
"708",48,0.00239999953720447,"Onmyoji","TBRPG",0.082
"709",49,0.00168505798831831,"Onmyoji","TBRPG",0.082
"710",50,0.00111109538027704,"Onmyoji","TBRPG",0.082
"711",51,0.000696205582293799,"Onmyoji","TBRPG",0.082
"712",52,0.000442241775450412,"Onmyoji","TBRPG",0.082
"713",53,0.000336377940626563,"Onmyoji","TBRPG",0.082
"714",54,0.000354038827711479,"Onmyoji","TBRPG",0.082
"715",55,0.000462353867110345,"Onmyoji","TBRPG",0.082
"716",1,0,"Fantasy_Westward_Journey","TBRPG",0.119
"717",2,0,"Fantasy_Westward_Journey","TBRPG",0.119
"718",3,0,"Fantasy_Westward_Journey","TBRPG",0.119
"719",4,0,"Fantasy_Westward_Journey","TBRPG",0.119
"720",5,0,"Fantasy_Westward_Journey","TBRPG",0.119
"721",6,0,"Fantasy_Westward_Journey","TBRPG",0.119
"722",7,2.8844668125795e-05,"Fantasy_Westward_Journey","TBRPG",0.119
"723",8,0.000768278741560085,"Fantasy_Westward_Journey","TBRPG",0.119
"724",9,0.00190184537571404,"Fantasy_Westward_Journey","TBRPG",0.119
"725",10,0.00356461885565217,"Fantasy_Westward_Journey","TBRPG",0.119
"726",11,0.00589534009185215,"Fantasy_Westward_Journey","TBRPG",0.119
"727",12,0.00901238310191256,"Fantasy_Westward_Journey","TBRPG",0.119
"728",13,0.0129821306575344,"Fantasy_Westward_Journey","TBRPG",0.119
"729",14,0.0177850582165879,"Fantasy_Westward_Journey","TBRPG",0.119
"730",15,0.023288164613586,"Fantasy_Westward_Journey","TBRPG",0.119
"731",16,0.0292340300570257,"Fantasy_Westward_Journey","TBRPG",0.119
"732",17,0.0352552847453383,"Fantasy_Westward_Journey","TBRPG",0.119
"733",18,0.0409180017655014,"Fantasy_Westward_Journey","TBRPG",0.119
"734",19,0.0457892908704543,"Fantasy_Westward_Journey","TBRPG",0.119
"735",20,0.0495155292058766,"Fantasy_Westward_Journey","TBRPG",0.119
"736",21,0.0518915175061073,"Fantasy_Westward_Journey","TBRPG",0.119
"737",22,0.0529003630855336,"Fantasy_Westward_Journey","TBRPG",0.119
"738",23,0.0527103008392305,"Fantasy_Westward_Journey","TBRPG",0.119
"739",24,0.0516266150998123,"Fantasy_Westward_Journey","TBRPG",0.119
"740",25,0.0500105679464613,"Fantasy_Westward_Journey","TBRPG",0.119
"741",26,0.0481879303678267,"Fantasy_Westward_Journey","TBRPG",0.119
"742",27,0.0463733249115554,"Fantasy_Westward_Journey","TBRPG",0.119
"743",28,0.0446315941863238,"Fantasy_Westward_Journey","TBRPG",0.119
"744",29,0.0428854714912096,"Fantasy_Westward_Journey","TBRPG",0.119
"745",30,0.0409641797160927,"Fantasy_Westward_Journey","TBRPG",0.119
"746",31,0.0386753568003345,"Fantasy_Westward_Journey","TBRPG",0.119
"747",32,0.0358769486107603,"Fantasy_Westward_Journey","TBRPG",0.119
"748",33,0.0325279111460051,"Fantasy_Westward_Journey","TBRPG",0.119
"749",34,0.0287052696069582,"Fantasy_Westward_Journey","TBRPG",0.119
"750",35,0.0245866888979533,"Fantasy_Westward_Journey","TBRPG",0.119
"751",36,0.0204080170598054,"Fantasy_Westward_Journey","TBRPG",0.119
"752",37,0.0164110814465824,"Fantasy_Westward_Journey","TBRPG",0.119
"753",38,0.0127971887696179,"Fantasy_Westward_Journey","TBRPG",0.119
"754",39,0.00969726998272507,"Fantasy_Westward_Journey","TBRPG",0.119
"755",40,0.00716278157008541,"Fantasy_Westward_Journey","TBRPG",0.119
"756",41,0.00517496779460594,"Fantasy_Westward_Journey","TBRPG",0.119
"757",42,0.00366583565370271,"Fantasy_Westward_Journey","TBRPG",0.119
"758",43,0.0025429166345895,"Fantasy_Westward_Journey","TBRPG",0.119
"759",44,0.00171116248887433,"Fantasy_Westward_Journey","TBRPG",0.119
"760",45,0.00108803586247455,"Fantasy_Westward_Journey","TBRPG",0.119
"761",46,0.000610783988475943,"Fantasy_Westward_Journey","TBRPG",0.119
"762",47,0.000237117569574689,"Fantasy_Westward_Journey","TBRPG",0.119
"763",48,0,"Fantasy_Westward_Journey","TBRPG",0.119
"764",49,0,"Fantasy_Westward_Journey","TBRPG",0.119
"765",50,0,"Fantasy_Westward_Journey","TBRPG",0.119
"766",51,0,"Fantasy_Westward_Journey","TBRPG",0.119
"767",52,0,"Fantasy_Westward_Journey","TBRPG",0.119
"768",53,0,"Fantasy_Westward_Journey","TBRPG",0.119
"769",54,0,"Fantasy_Westward_Journey","TBRPG",0.119
"770",55,0,"Fantasy_Westward_Journey","TBRPG",0.119
"771",1,0,"Heartstone","TBRPG",0.078
"772",2,0,"Heartstone","TBRPG",0.078
"773",3,0,"Heartstone","TBRPG",0.078
"774",4,0,"Heartstone","TBRPG",0.078
"775",5,0,"Heartstone","TBRPG",0.078
"776",6,0.000448151587169354,"Heartstone","TBRPG",0.078
"777",7,0.00138203540265294,"Heartstone","TBRPG",0.078
"778",8,0.00276331225165176,"Heartstone","TBRPG",0.078
"779",9,0.00472823385650704,"Heartstone","TBRPG",0.078
"780",10,0.00741407802798263,"Heartstone","TBRPG",0.078
"781",11,0.0109371151194623,"Heartstone","TBRPG",0.078
"782",12,0.0153637447792315,"Heartstone","TBRPG",0.078
"783",13,0.0206785328161654,"Heartstone","TBRPG",0.078
"784",14,0.0267556304667225,"Heartstone","TBRPG",0.078
"785",15,0.0333420309572245,"Heartstone","TBRPG",0.078
"786",16,0.0400611876028796,"Heartstone","TBRPG",0.078
"787",17,0.0464428014544924,"Heartstone","TBRPG",0.078
"788",18,0.0519789676570888,"Heartstone","TBRPG",0.078
"789",19,0.0561993824785286,"Heartstone","TBRPG",0.078
"790",20,0.0587511162510157,"Heartstone","TBRPG",0.078
"791",21,0.0594642451008609,"Heartstone","TBRPG",0.078
"792",22,0.058385600891231,"Heartstone","TBRPG",0.078
"793",23,0.0557696668410295,"Heartstone","TBRPG",0.078
"794",24,0.0520266902759442,"Heartstone","TBRPG",0.078
"795",25,0.0476400341482487,"Heartstone","TBRPG",0.078
"796",26,0.0430736021896112,"Heartstone","TBRPG",0.078
"797",27,0.0386927127197635,"Heartstone","TBRPG",0.078
"798",28,0.0347171237741547,"Heartstone","TBRPG",0.078
"799",29,0.0312146899653515,"Heartstone","TBRPG",0.078
"800",30,0.028131959644244,"Heartstone","TBRPG",0.078
"801",31,0.025348010831216,"Heartstone","TBRPG",0.078
"802",32,0.0227330439121081,"Heartstone","TBRPG",0.078
"803",33,0.0201946871210553,"Heartstone","TBRPG",0.078
"804",34,0.0177013906442447,"Heartstone","TBRPG",0.078
"805",35,0.0152809288242811,"Heartstone","TBRPG",0.078
"806",36,0.0129997945195165,"Heartstone","TBRPG",0.078
"807",37,0.0109338396275397,"Heartstone","TBRPG",0.078
"808",38,0.00914103028952796,"Heartstone","TBRPG",0.078
"809",39,0.00764427008508253,"Heartstone","TBRPG",0.078
"810",40,0.00642751334862082,"Heartstone","TBRPG",0.078
"811",41,0.00544370356156068,"Heartstone","TBRPG",0.078
"812",42,0.00462986808486583,"Heartstone","TBRPG",0.078
"813",43,0.00392362573084121,"Heartstone","TBRPG",0.078
"814",44,0.003276247510011,"Heartstone","TBRPG",0.078
"815",45,0.00265951683589876,"Heartstone","TBRPG",0.078
"816",46,0.00206603021376678,"Heartstone","TBRPG",0.078
"817",47,0.00150447251914016,"Heartstone","TBRPG",0.078
"818",48,0.000992355465221893,"Heartstone","TBRPG",0.078
"819",49,0.000548688627306853,"Heartstone","TBRPG",0.078
"820",50,0.000188335988979865,"Heartstone","TBRPG",0.078
"821",51,0,"Heartstone","TBRPG",0.078
"822",52,0,"Heartstone","TBRPG",0.078
"823",53,0,"Heartstone","TBRPG",0.078
"824",54,0,"Heartstone","TBRPG",0.078
"825",55,0,"Heartstone","TBRPG",0.078
